"ogc_fid","id","type","height","ele","area","date","heightscore","name","minheight","levels","color","material","minlevel","orient","roofheight","roofshape","roofcolor","roofmaterial","rooflevels","country","geom","avg_elevation","absolute_top","bldg_footprint_centroid","test_bldg_id","roof_center","geom_4326"
376600,"0573712-0bccf78-08","residence","8.9","133.6","104.5",202211,"0.65",NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,"US","0106000020110F00000100000001030000000100000005000000F535602C2C6A60C1348A43F3ACEC5141EBE2CCD32C6A60C15E90F7FBA8EC5141C864138C2B6A60C11B51E23BA8EC5141666FE6F22A6A60C1E774BD17ACEC5141F535602C2C6A60C1348A43F3ACEC5141","135","143.9","0101000020110F000059A50BE12B6A60C1D06CF48EAAEC5141",472,"0101000020E61000003BA671CCCD5353C037D77EA4886B4340","0106000020E610000001000000010300000001000000050000002BA1BB24CE5353C05AF5B9DA8A6B4340CC7EDDE9CE5353C001469737876B43405B3FFD67CD5353C0EA1D6E87866B43405D59A2B3CC5353C0D05966118A6B43402BA1BB24CE5353C05AF5B9DA8A6B4340"
371867,"0573730-0bccf70-08","residence","8.9","133.1","107.6",202211,"0.65",NULL,NULL,NULL,NULL,NULL,NULL,19,NULL,NULL,NULL,NULL,NULL,"US","0106000020110F000001000000010300000001000000050000007A7C15D7246A60C185D0C372A8EC514182DEE25A256A60C1D5E09D84A4EC5141B1967908246A60C104E0D3D6A3EC5141AA34AC84236A60C1FE28D4BBA7EC51417A7C15D7246A60C185D0C372A8EC5141","134","142.9","0101000020110F000061D7FB6F246A60C10B00EA22A6EC5141",473,"0101000020E61000000BBBFD08C55353C0B99C8098846B4340","0106000020E6100000010000000103000000010000000500000036B05582C55353C0CE04C3B9866B4340C422861DC65353C045D1031F836B43409AA9108FC45353C0D0A0A17F826B43400D37E0F3C35353C08558FD11866B434036B05582C55353C0CE04C3B9866B4340"
371861,"0573752-0bccf66-08","residence","9.1","133.9","102.7",202211,"0.65",NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL,NULL,NULL,NULL,"US","0106000020110F000001000000010300000001000000050000000911A0761C6A60C188EE1069A3EC51419ACD9DE81C6A60C1A81411849FEC5141E697A4921B6A60C14876DDFA9EEC5141CC8076321B6A60C156D602E9A2EC51410911A0761C6A60C188EE1069A3EC5141","133","142.1","0101000020110F0000898781091C6A60C1361FB72FA1EC5141",474,"0101000020E6100000B083D624BB5353C0349D1117806B4340","0106000020E610000001000000010300000001000000050000003A1C5DA5BB5353C00AD3F71A826B43403FD9942BBC5353C0541B9C887E6B43402FA2ED98BA5353C01FDAC70A7E6B4340B39AAE27BA5353C0A50D87A5816B43403A1C5DA5BB5353C00AD3F71A826B4340"
371983,"0573782-0bccf49-0d","residence","4.1","132.4","275.4",202211,"0.65",NULL,NULL,NULL,NULL,NULL,NULL,83,NULL,NULL,NULL,NULL,NULL,"US","0106000020110F000001000000010300000001000000070000004E3D6E3B106A60C19EB1CF0294EC51419D87B6BF116A60C1EBEC0C9593EC5141C2F17778116A60C10577CADD8FEC5141E3DBF7560E6A60C1F30B9BCB90EC5141FEF225B70E6A60C1E1A496E795EC51418EBE5D54106A60C10A4AAE7095EC51414E3D6E3B106A60C19EB1CF0294EC5141","132","136.1","0101000020110F000059181FF30F6A60C1C528FFA392EC5141",475,"0101000020E6100000F451A905AD5353C09FBAA84F726B4340","0106000020E61000000100000001030000000100000007000000070C923EAD5353C0425F7AFB736B4340E1E7BF07AF5353C07D91D096736B4340BE11DDB3AE5353C0D844662E706B4340AD282504AB5353C001D88008716B43402B306475AB5353C0650113B8756B4340603DEE5BAD5353C0D0B7054B756B4340070C923EAD5353C0425F7AFB736B4340"
371986,"05737e4-0bccf58-0d","residence","4.7","137.2","266.6",202211,"0.65",NULL,NULL,NULL,NULL,NULL,NULL,80,NULL,NULL,NULL,NULL,NULL,"US","0106000020110F00000100000001030000000100000009000000EB45AD3DF76960C1981624969DEC51415D043342F96960C1C6A02D9F9CEC514170B4D5BAF86960C162E09A5E97EC5141B417517DF66960C13BC6B65E98EC5141341A30AFF66960C10D5E583A9AEC51413E6DC307F66960C1A77DB1CC9AEC5141874BC240F66960C1D2345AE89CEC51418EB24D28F76960C1D87BE28C9CEC5141EB45AD3DF76960C1981624969DEC5141","133","137.7","0101000020110F0000ED4723BAF76960C14787FC989AEC5141",476,"0101000020E6100000CD82885C905353C0A26534F2796B4340","0106000020E6100000010000000103000000010000000900000028BB99D18F5353C061FD9FC37C6B4340A94BC631925353C066EE21E17B6B4340321B6492915353C0C3D50110776B43402DAC1BEF8E5353C08C60E3FA776B4340E00ED4298F5353C0E08618AF796B43403F31B2648E5353C0E54350357A6B4340C30FCEA78E5353C0EACC3D247C6B4340B6476FB88F5353C0C5F65AD07B6B434028BB99D18F5353C061FD9FC37C6B4340"
373212,"0573827-0bccf90-08","residence","4.6","131.9","127.4",202211,"0.65",NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,"US","0106000020110F0000010000000103000000010000000500000008793E44E76960C132E4E506B9EC5141877B1D76E76960C1BEC36486B4EC5141AFD6A403E66960C1329B5D46B4EC51412FD4C5D1E56960C137B4DEC6B8EC514108793E44E76960C132E4E506B9EC5141","132","136.6","0101000020110F00000EA8F1A3E66960C1F4BDA1A6B6EC5141",477,"0101000020E610000041BCCB457C5353C07ED23BC0936B4340","0106000020E61000000100000001030000000100000005000000FC1D8A027D5353C0726E13EE956B4340AE80423D7D5353C0E57D1CCD916B43405C5A0D897B5353C0321B6492916B4340A9F7544E7B5353C0BF0B5BB3956B4340FC1D8A027D5353C0726E13EE956B4340"
376726,"0573705-0bccf64-08","residence","8.8","134.4","100.1",201605,"0.65",NULL,NULL,NULL,NULL,NULL,NULL,103,NULL,NULL,NULL,NULL,NULL,"US","0106000020110F00000100000001030000000100000005000000258CAC0A306A60C183705E44A2EC514124916A6E306A60C1F11A18C49FEC51419F1D848D2E6A60C16BB8659F9EEC51418406562D2E6A60C1AB8ED128A1EC5141258CAC0A306A60C183705E44A2EC5141","134","142.8","0101000020110F00002260AA4C2F6A60C13D016C73A0EC5141",478,"0101000020E6100000731CA5D3D15353C0DD6DE8667F6B4340","0106000020E610000001000000010300000001000000050000004CDBBFB2D25353C0FE58880E816B4340B1A03028D35353C0067E54C37E6B4340427BF5F1D05353C0FA03E5B67D6B4340C573B680D05353C0C35A7C0A806B43404CDBBFB2D25353C0FE58880E816B4340"
376608,"0573709-0bccf7b-09","residence","8.9","133.7","112.7",202211,"0.65",NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL,NULL,NULL,"US","0106000020110F00000100000001030000000100000005000000FAB0E3A22E6A60C18468B985AEEC51410B70C0462F6A60C1DA06DEA9AAEC51418D5EA7E92D6A60C1EB6832C5A9EC51417C9FCA452D6A60C15C1DE897ADEC5141FAB0E3A22E6A60C18468B985AEEC5141","135","143.9","0101000020110F00009D2276462E6A60C1858FA823ACEC5141",479,"0101000020E6100000BE446A9ED05353C01EDCC9198A6B4340","0106000020E61000000100000001030000000100000005000000B3EE1F0BD15353C0283DD34B8C6B43406B0E10CCD15353C04101DBC1886B4340895B0531D05353C0E9E923F0876B4340D13B1570CF5353C0FFA9B8718B6B4340B3EE1F0BD15353C0283DD34B8C6B4340"
376728,"0573713-0bccf5e-09","residence","8.5","133.8","130.9",202211,"0.65",NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL,NULL,NULL,"US","0106000020110F0000010000000103000000010000000500000023FD30052C6A60C1C1282644A0EC5141582B8DC52C6A60C19B5582BA9BEC5141A4F5936F2B6A60C1B20FD7D59AEC51416FC737AF2A6A60C13B5BA0689FEC514123FD30052C6A60C1C1282644A0EC5141","134","142.5","0101000020110F0000322D3FBA2B6A60C13E17C38E9DEC5141",480,"0101000020E6100000C40C289ECD5353C0B7496EBF7C6B4340","0106000020E61000000100000001030000000100000005000000317898F6CD5353C06C43C5387F6B43402A8716D9CE5353C00FD76A0F7B6B43401A506F46CD5353C0B5BFB33D7A6B43402041F163CC5353C0E4A7716F7E6B4340317898F6CD5353C06C43C5387F6B4340"
371981,"0573757-0bccf65-08","residence","9.1","134.2","94.1",202211,"0.65",NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL,NULL,NULL,NULL,"US","0106000020110F00000100000001030000000100000005000000CC8076321B6A60C156D602E9A2EC5141E697A4921B6A60C14876DDFA9EEC5141049BDA631A6A60C1A0FFF4839EEC514104961C001A6A60C1A5531A72A2EC5141CC8076321B6A60C156D602E9A2EC5141","133","142.1","0101000020110F0000925F24CA1A6A60C1FD616AB7A0EC5141",481,"0101000020E6100000D4EEDFACB95353C02ED8A0A17F6B4340","0106000020E61000000100000001030000000100000005000000B39AAE27BA5353C0A50D87A5816B43402FA2ED98BA5353C01FDAC70A7E6B434018946934B95353C08890BA9D7D6B4340B2CEF8BEB85353C011C47938816B4340B39AAE27BA5353C0A50D87A5816B4340"
371848,"05737bf-0bccfb2-0a","residence","4.6","129.6","159.4",202211,"0.65",NULL,NULL,NULL,NULL,NULL,NULL,100,NULL,NULL,NULL,NULL,NULL,"US","0106000020110F00000100000001030000000100000009000000E886D602026A60C145FC526DC9EC5141839B2531026A60C1005BFAA3C7EC5141974BC8A9016A60C1CFD9A751C7EC5141441578B4016A60C1DE7528B6C6EC5141BF9CD36FFF6960C1C925C0A3C5EC5141FF180525FF6960C1E08FD3D1C8EC5141B2587A42016A60C18E0D0F9BC9EC514129FE4954016A60C155DADA11C9EC5141E886D602026A60C145FC526DC9EC5141","128","132.6","0101000020110F00000AF95195006A60C1DA710FC5C7EC5141",482,"0101000020E610000087ACF3D59A5353C03D91442FA36B4340","0106000020E6100000010000000103000000010000000900000021E7FD7F9C5353C0056D72F8A46B4340EB8B84B69C5353C0533E0455A36B4340755B22179C5353C0FFE38409A36B43402D95B7239C5353C029ABE97AA26B434057AA0B78995353C0BF28417FA16B43404B16F71F995353C02F34D769A46B434026D87F9D9B5353C016D86322A56B4340B08D78B29B5353C0E2968FA4A46B434021E7FD7F9C5353C0056D72F8A46B4340"
371847,"05737d2-0bccfb1-0a","residence","4","130.9","161.7",202211,"0.65",NULL,NULL,NULL,NULL,NULL,NULL,85,NULL,NULL,NULL,NULL,NULL,"US","0106000020110F0000010000000103000000010000000700000064707C8DFA6960C1AEC91EE4C8EC5141B92BCCC0FD6960C1AAC2793FC8EC5141E7F29C99FD6960C1D8A86D51C5EC5141F4313863FB6960C16E9656C8C5EC514186E97771FB6960C1F383E4E3C6EC514124EF8C74FA6960C13F92A011C7EC514164707C8DFA6960C1AEC91EE4C8EC5141","128","132","0101000020110F000083ABCC3AFC6960C176942E33C7EC5141",483,"0101000020E6100000E6089E8B955353C048FD3559A36B4340","0106000020E610000001000000010300000001000000070000000249D8B7935353C0D02B9E7AA46B43409AE7887C975353C027779FE3A36B4340A0BE654E975353C06DCEC133A16B43406CCB80B3945353C00218CFA0A16B43400CC347C4945353C03B16DBA4A26B4340A8177C9A935353C04E81CCCEA26B43400249D8B7935353C0D02B9E7AA46B4340"
371869,"0573740-0bccfa3-05","commerce","7.2",NULL,"49",202005,"0.55",NULL,NULL,NULL,NULL,NULL,NULL,96,NULL,NULL,NULL,NULL,NULL,"US","0106000020110F00000100000001030000000100000005000000B102409F1F6A60C16CDEE390C0EC514177F25735216A60C1578781F5C0EC5141B773474E216A60C1C4E90A63BFEC5141D671BFBB1F6A60C1EB446DFEBEEC5141B102409F1F6A60C16CDEE390C0EC5141","134","141.2","0101000020110F0000C8159077206A60C159293DFABFEC5141",484,"0101000020E61000002436035CC05353C04C01A94D9C6B4340","0106000020E610000001000000010300000001000000050000001B81785DBF5353C02C7B12D89C6B43407F129F3BC15353C01FCD58349D6B4340D843FB58C15353C051853FC39B6B43405D70067FBF5353C05C33F9669B6B43401B81785DBF5353C02C7B12D89C6B4340"
376598,"057372b-0bccf71-08","residence","8.9","133.1","103.8",202211,"0.65",NULL,NULL,NULL,NULL,NULL,NULL,19,NULL,NULL,NULL,NULL,NULL,"US","0106000020110F000001000000010300000001000000050000002555FF0C266A60C1687BB329A9EC514151264CAD266A60C1B2E46732A5EC514182DEE25A256A60C1D5E09D84A4EC51417A7C15D7246A60C185D0C372A8EC51412555FF0C266A60C1687BB329A9EC5141","134","142.9","0101000020110F0000E749A0BC256A60C17957ABCEA6EC5141",485,"0101000020E6100000E81F9290C65353C0458B143C856B4340","0106000020E610000001000000010300000001000000050000001D3A3DEFC65353C013B18861876B4340EC9BFBABC75353C0BD0166BE836B4340C422861DC65353C045D1031F836B434036B05582C55353C0CE04C3B9866B43401D3A3DEFC65353C013B18861876B4340"
371875,"057373a-0bccf3b-08","residence","8.8","137.2","88.4",202211,"0.65",NULL,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL,NULL,NULL,"US","0106000020110F00000100000001030000000100000005000000BEDAD235226A60C14DA211798EEC514122D0FFCE226A60C1763851268AEC5141BFD514D2216A60C1A7E51D9D89EC51415CE0E738216A60C131B1B8E68DEC5141BEDAD235226A60C14DA211798EEC5141","133","141.8","0101000020110F00002E260E04226A60C1474953098CEC5141",486,"0101000020E61000000292372FC25353C080D19FA86C6B4340","0106000020E61000000100000001030000000100000005000000CB7B9C69C25353C01B683EE76E6B4340CC61F71DC35353C09FE238F06A6B434066B62BF4C15353C06AA164726A6B434067D0D03FC15353C014AB06616E6B4340CB7B9C69C25353C01B683EE76E6B4340"
371873,"057373f-0bccf50-09","residence","9","134.2","122",202211,"0.65",NULL,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL,NULL,NULL,"US","0106000020110F00000100000001030000000100000005000000A5B9280E216A60C19CFD614399EC5141B67805B2216A60C15A4A4E9E94EC514194FA4B6A206A60C12D21AAF993EC51419E4DDFC21F6A60C130E9017198EC5141A5B9280E216A60C19CFD614399EC5141","133","142","0101000020110F00002251E6BB206A60C1EF6C609696EC5141",487,"0101000020E61000005A4C67ADC05353C03103E04A766B4340","0106000020E6100000010000000103000000010000000500000084E97B0DC15353C0E5779ACC786B43403D096CCEC15353C01898158A746B4340CDC98B4CC05353C070E316F3736B43402CEC6987BF5353C02D58AA0B786B434084E97B0DC15353C0E5779ACC786B4340"
371860,"0573759-0bccfa9-2a","commerce","11.2","130.6","2345.9",201702,"0.65",NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,"US","0106000020110F0000010000000103000000010000001100000037DD2EB31C6A60C1AAC2793FC8EC514160C273E21E6A60C13340A06BBAEC51418598FB311A6A60C1C735D94FB7EC5141897A87DB176A60C1D8A86D51C5EC5141B0D50E69166A60C1A809E775C4EC5141B2CB92A1156A60C13D5F2D64C9EC5141383ABB1E176A60C1197D8E36CAEC5141C194EB0C176A60C15EB4C2BFCAEC5141878403A3186A60C13FB294ADCBEC514191DC545F186A60C12647A264CDEC51412A059C1C1A6A60C14C6C3080CEEC514156D12A591A6A60C11AE0DEF6CCEC51418A0903E11B6A60C1AC89D6EDCDEC51411DC142EF1B6A60C12647A264CDEC5141EC08AC411D6A60C1683EB824CEEC514146A6871E1E6A60C13AB14B2DC9EC514137DD2EB31C6A60C1AAC2793FC8EC5141","134","145.2","0101000020110F0000D361E7C71A6A60C13BD37EBCC3EC5141",488,"0101000020E610000021E16C78BA5353C04B0BD5CF9B6B4340","0106000020E61000000100000001030000000100000011000000A6B8AAECBB5353C027779FE3A36B434009302C7FBE5353C0304B3B35976B43406631B1F9B85353C061376C5B946B434008910C39B65353C06DCEC133A16B4340B66AD784B45353C0E3326E6AA06B4340ECDFF599B35353C034F10EF0A46B4340F73FC05AB55353C0ED10FFB0A56B43406D8AC745B55353C02352D32EA66B4340D21BEE23B75353C04AE5ED08A76B434097033DD4B65353C05A1C959BA86B4340F6BD86E0B85353C0961AA19FA96B43405F5AD427B95353C0964EEB36A86B434023F433F5BA5353C0925D6919A96B4340C5EBFA05BB5353C05A1C959BA86B4340EC647094BC5353C07444BE4BA96B434027637C98BD5353C0530ABABDA46B4340A6B8AAECBB5353C027779FE3A36B4340"
371977,"0573762-0bccf3b-0c","residence","6.1","136.4","242.1",202211,"0.65",NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,"US","0106000020110F00000100000001030000000100000007000000E21763B8186A60C191FB9D948FEC5141C60AB11F196A60C1C365B04A88EC51411B32C7E9176A60C13886A90A88EC5141A48CF7D7176A60C15E3E5B2F89EC51410A73EA45176A60C1E206C50A89EC5141B837DCEC166A60C16743DB268FEC5141E21763B8186A60C191FB9D948FEC5141","133","139.1","0101000020110F000073C4E30C186A60C12E439CE88BEC5141",489,"0101000020E610000067ABA264B65353C009D12DCA6C6B4340","0106000020E61000000100000001030000000100000007000000428F183DB75353C054664AEB6F6B43409012BBB6B75353C04DBC033C696B4340A888D349B65353C09B594B01696B43401FD3DA34B65353C0A5D3BA0D6A6B4340F168E388B55353C065E42CEC696B434044DD0720B55353C09098A0866F6B4340428F183DB75353C054664AEB6F6B4340"
371856,"057379f-0bccf75-09","residence","5.2","130.8","145.8",202211,"0.65",NULL,NULL,NULL,NULL,NULL,NULL,171,NULL,NULL,NULL,NULL,NULL,"US","0106000020110F00000100000001030000000100000007000000F5F76066096A60C146BFC8E9A9EC51412C21FFC2096A60C17DFE57CEA9EC5141E342008A096A60C190BAA93BA6EC51418B9BA8E5076A60C1311F47A0A6EC51416631E72C086A60C131BCCD60ABEC51416D9D3078096A60C1FA767B0EABEC5141F5F76066096A60C146BFC8E9A9EC5141","131.5","136.7","0101000020110F00007B4787D1086A60C1A5B77EB6A8EC5141",490,"0101000020E610000019784D86A45353C0A7673C83866B4340","0106000020E61000000100000001030000000100000007000000B6CF2A33A55353C02AD9B111886B43404C1938A0A55353C0B96587F8876B4340C93A1C5DA55353C05708ABB1846B4340C4B12E6EA35353C04B5AF10D856B4340E88711C2A35353C089ADA069896B434040852348A55353C03753211E896B4340B6CF2A33A55353C02AD9B111886B4340"
371858,"05737a0-0bccf90-09","residence","6.9","129.7","210.6",202211,"0.65",NULL,NULL,NULL,NULL,NULL,NULL,90,NULL,NULL,NULL,NULL,NULL,"US","0106000020110F0000010000000103000000010000000500000048336FBF096A60C1048293B4B8EC51412C21FFC2096A60C1123BC721B4EC51418339DB61076A60C1123BC721B4EC51419D4B4B5E076A60C1EBE86DABB8EC514148336FBF096A60C1048293B4B8EC5141","131","137.9","0101000020110F0000D6200B91086A60C149E0E568B6EC5141",491,"0101000020E61000002C668437A45353C0B2718385936B4340","0106000020E61000000100000001030000000100000005000000645B069CA55353C01F1494A2956B43404C1938A0A55353C0F22BD670916B4340363FFED2A25353C0F22BD670916B43404C81CCCEA25353C04D98309A956B4340645B069CA55353C01F1494A2956B4340"
373178,"05737f8-0bccfab-09","residence","5","134","164.9",202211,"0.65",NULL,NULL,NULL,NULL,NULL,NULL,93,NULL,NULL,NULL,NULL,NULL,"US","0106000020110F000001000000010300000001000000070000000D26B154F36960C1FF676C88C6EC5141A83A0083F36960C13CD40091C1EC5141614DC71EF26960C14B311F5AC1EC5141EAA7F70CF26960C104381588C3EC5141508EEA7AF16960C1BE00CA75C3EC5141100DFB61F16960C16F853F3FC6EC51410D26B154F36960C1FF676C88C6EC5141","132","137","0101000020110F0000FFD90F8AF26960C1857BCF1EC4EC5141",492,"0101000020E610000048EC92218A5353C03C0618CFA06B4340","0106000020E610000001000000010300000001000000070000004E4700378B5353C01840F850A26B434018EC866D8B5353C0F605F4C29D6B434066BD18CA895353C0151F9F909D6B4340DC0720B5895353C0B99F53909F6B4340AD9D2809895353C019A88C7F9F6B4340546CCCEB885353C09461DC0DA26B43404E4700378B5353C01840F850A26B4340"
357962,"057383c-0bccb02-16","residence","7.3","117.8","583.2",202209,"0.65",NULL,NULL,NULL,NULL,NULL,NULL,165,NULL,NULL,NULL,NULL,NULL,"US","0106000020110F000001000000010300000001000000050000003798DD24E16960C183CF3AB276EA51413D0EA337E36960C1C92C9CCD75EA5141B79F7ABAE16960C19E6C71F167EA5141B029B5A7DF6960C1B2BD0FD668EA51413798DD24E16960C183CF3AB276EA5141","118","125.3","0101000020110F00007F1BAC6FE16960C1BD0ED6516FEA5141",493,"0101000020E61000008E482025765353C0D5420BB77C694340","0106000020E61000000100000001030000000100000005000000EDB60BCD755353C03A234A7B83694340103FFF3D785353C0E00B93A98269434005DF347D765353C01664CBF275694340E156410C745353C0707B82C476694340EDB60BCD755353C03A234A7B83694340"
357557,"05738a8-0bcca46-0a","residence","4.7","119.3","151.2",202209,"0.65",NULL,NULL,NULL,NULL,NULL,NULL,72,NULL,NULL,NULL,NULL,NULL,"US","0106000020110F000001000000010300000001000000050000007CEF48BBC56960C1A87461ED13EA5141941F2D0EC86960C183DB94FF11EA5141302A0075C76960C1431C07240FEA51411AFA1B22C56960C10D91D31111EA51417CEF48BBC56960C1A87461ED13EA5141","120.5","125.2","0101000020110F0000E18A2498C66960C1C741B48811EA5141",494,"0101000020E6100000C04F508A565353C0F272C0AE26694340","0106000020E610000001000000010300000001000000050000003F524486555353C0D3D9C9E028694340B534B742585353C0E0BBCD1B27694340B44E5C8E575353C0C30AB77C24694340406CE9D1545353C0B728B341266943403F524486555353C0D3D9C9E028694340"
357550,"05738dc-0bcca3f-09","residence","5.5","117.4","110.7",202209,"0.65",NULL,NULL,NULL,NULL,NULL,NULL,142,NULL,NULL,NULL,NULL,NULL,"US","0106000020110F000001000000010300000001000000050000004A76476EB96960C16236813F10EA5141DA3CC1A7BA6960C1C76F70BF0EEA5141009D0699B96960C16C6BB85A0BEA514156C41C63B86960C17110C9DA0CEA51414A76476EB96960C16236813F10EA5141","118","123.5","0101000020110F0000F5CDD284B96960C1912498CD0DEA5141",495,"0101000020E6100000F61A2E25475353C0746A244223694340","0106000020E61000000100000001030000000100000005000000828C800A475353C0FF08C3802569434051D4997B485353C0D0B87020246943406373D53C475353C07EC68503216943407DE9EDCF455353C0AC16D86322694340828C800A475353C0FF08C38025694340"
357346,"0573928-0bcca24-07","residence","4","118.2","122",202209,"0.65",NULL,NULL,NULL,NULL,NULL,NULL,90,NULL,NULL,NULL,NULL,NULL,"US","0106000020110F000001000000010300000001000000050000006D902282A76960C1B839BFF501EA51416D902282A76960C1F4A30551FEE95141B8556BC8A56960C1F4A30551FEE95141B8556BC8A56960C1B839BFF501EA51416D902282A76960C1B839BFF501EA5141","118.5","122.5","0101000020110F000012F346A5A66960C1D66E622300EA5141",496,"0101000020E6100000221631EC305353C0F8F27FB916694340","0106000020E610000001000000010300000001000000050000005F143DF0315353C071935165186943405F143DF0315353C06C3EAE0D15694340E71725E82F5353C06C3EAE0D15694340E71725E82F5353C071935165186943405F143DF0315353C07193516518694340"
356513,"0573929-0bcca45-0c","residence","4.3","116.1","222.8",202209,"0.65",NULL,NULL,NULL,NULL,NULL,NULL,100,NULL,NULL,NULL,NULL,NULL,"US","0106000020110F0000010000000103000000010000000900000091FAE33AA76960C11D11EA1113EA5141B56E21BBA76960C1C39D92880EEA514180364933A66960C15F31D4DA0DEA514138584AFAA56960C10587EADA0FEA51414B032F0FA56960C129E02E6D0FEA5141BB46319DA46960C155CF5B6D13EA5141EF794BC1A56960C1A87461ED13EA5141C1B27AE8A56960C11E7C9A7F12EA514191FAE33AA76960C11D11EA1113EA5141","112","116.3","0101000020110F00001EA8B135A66960C1F8EE5BEF10EA5141",497,"0101000020E610000033F05757305353C071A1DD5A26694340","0106000020E610000001000000010300000001000000090000003A3E5A9C315353C04A3E761728694340E0F25833325353C0EED11BEE236943401C59F965305353C076A1B94E236943409A7ADD22305353C009B77C2425694340BD840A0E2F5353C046E9D2BF24694340B9C7D2872E5353C06D14596B28694340179CC1DF2F5353C0D3D9C9E02869434011C5E40D305353C044813E91276943403A3E5A9C315353C04A3E761728694340"
356481,"0573933-0bccb47-18","residence","7.7","119.5","621.9",202209,"0.65",NULL,NULL,NULL,NULL,NULL,NULL,77,NULL,NULL,NULL,NULL,NULL,"US","0106000020110F000001000000010300000001000000050000004C6A3742A06960C1A431420696EA51412B14F1CCA76960C1B286008691EA5141AD0C5437A76960C18CDA35A18DEA5141B1502AB09F6960C194FA511892EA51414C6A3742A06960C1A431420696EA5141","119.5","127.2","0101000020110F000085A2A7BCA36960C16F9842D291EA5141",498,"0101000020E6100000E6621F822D5353C0383A3E5A9C694340","0106000020E61000000100000001030000000100000005000000D9960167295353C0004C1938A069434069A85148325353C0755B22179C69434052802898315353C0BEA3C68498694340A92C0ABB285353C07A185A9D9C694340D9960167295353C0004C1938A0694340"
356447,"0573933-0bccbef-0d",NULL,"11.2",NULL,"210.8",NULL,"0.65",NULL,NULL,NULL,NULL,NULL,NULL,27,NULL,NULL,NULL,NULL,NULL,"US","0106000020110F00000100000001030000000100000007000000D849676EA36960C19619C541E2EA51416CF26C51A26960C1D96290DDE7EA5141298A332BA46960C158628454E9EA5141DEBA6E1DA56960C13662C578E4EA51414DF4F4E3A36960C1C3E3D981E3EA5141202D240BA46960C1E73EA8B8E2EA5141D849676EA36960C19619C541E2EA5141","126","137.2","0101000020110F0000405C7CB7A36960C1D4DBB602E6EA5141",499,"0101000020E6100000E3153E7A2D5353C02DE5F0BBE9694340","0106000020E61000000100000001030000000100000007000000A2B94E232D5353C0D7666325E66943401361C3D32B5353C09F55664AEB694340B20A9B012E5353C0FE2955A2EC6943405F7CD11E2F5353C04E637B2DE86943408E34B8AD2D5353C05354FD4AE7694340895DDBDB2D5353C06BB07092E6694340A2B94E232D5353C0D7666325E6694340"
356463,"0573950-0bccb5e-1e","residence","6.6","123.1","748.3",202209,"0.65",NULL,NULL,NULL,NULL,NULL,NULL,156,NULL,NULL,NULL,NULL,NULL,"US","0106000020110F0000010000000103000000010000000500000076B1C6409D6960C19D16B262A7EA514132498D1A9F6960C149207A19A6EA5141A6695DEE9B6960C1BAA51D8693EA514105E406119A6960C188E62FC694EA514176B1C6409D6960C19D16B262A7EA5141","123","129.6","0101000020110F000050A456969C6960C1747EAF709DEA5141",500,"0101000020E61000005B0A4214255353C06D0ABD04A7694340","0106000020E61000000100000001030000000100000005000000F35A09DD255353C08C59F624B06943409204E10A285353C041F0F8F6AE694340C9E1934E245353C00871E5EC9D694340427A8A1C225353C0855E7F129F694340F35A09DD255353C08C59F624B0694340"
357752,"05737d7-0bcc9e9-0c","residence","4.6","130.1","173.3",202209,"0.65",NULL,NULL,NULL,NULL,NULL,NULL,127,NULL,NULL,NULL,NULL,NULL,"US","0106000020110F000001000000010300000001000000050000001A9CF91BFB6960C1B9E1BEFDE5E95141AA627355FC6960C137ADA57DE3E95141B6A6CC82FA6960C152CE38EBDFE9514126E05249F96960C1EBC7516BE2E951411A9CF91BFB6960C1B9E1BEFDE5E95141","132","136.6","0101000020110F0000692263CFFA6960C18FCE7BF4E2E95141",501,"0101000020E6100000A07F7005945353C0DAC501F4FB684340","0106000020E6100000010000000103000000010000000500000049F59D5F945353C02AE109BDFE684340193DB7D0955353C02F06D671FC684340490F43AB935353C0CDA8F92AF968434079C7293A925353C0C7832D76FB68434049F59D5F945353C02AE109BDFE684340"
